Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Female,Male,Unbreedable,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1
Florges,671,,,,Orange Flower,70,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,22,10,Medium Fast,head and arms,Fairy
Servine,496,,,,,2,,Grass,,1,7,,Field,Grass,20,,,,5140,5120,35.3,16,Medium Slow,"bipedal, tailed form",Grass
Solgaleo,791,,,,Radiant Sun phase,291,,Psychic,Steel,,,U,Undiscovered,,120,,,,,30720,507.1,230,Slow,quadruped body,Psychic
Golem,76,,,,,76,,Rock,Ground,1,1,,Mineral,,15,3840,4096,4080,3855,3840,661.4,300,Medium Slow,"bipedal, tailless form",Rock
Fletchinder,662,,,,,15,Ce,Fire,Flying,1,1,,Flying,,15,,,,3855,3840,35.3,16,Medium Slow,single pair of wings,Fire
Pikachu,25,,,,Original Cap,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Wormadam,413,G,,,Sandy Cloak,46,,Bug,Ground,1,0,,Bug,,15,,,4080,3855,3840,14.3,6.5,Medium Fast,head and a base,Bug
Roggenrola,524,,,,,30,,Rock,,1,1,,Mineral,,15,,,,3855,3840,39.7,18,Medium Slow,head and legs,Rock
Vivillon,666,,,,Fancy Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug
Alakazam,65,,,,,65,,Psychic,,1,3,,Human-Like,,20,5120,5376,5355,5140,5120,105.8,48,Medium Slow,"bipedal, tailless form",Psychic
Marshadow,802,,,,Zenith,302,,Fighting,Ghost,,,U,Undiscovered,,120,,,,,30720,48.9,22.2,Slow,"bipedal, tailless form",Fighting
Florges,671,,,,White Flower,70,Ce,Fairy,,1,0,,Fairy,,20,,,,5140,5120,22,10,Medium Fast,head and arms,Fairy
Cobalion,638,,,,,144,,Steel,Fighting,,,U,Undiscovered,,80,,,,20560,20480,551.2,250,Slow,quadruped body,Steel
Rayquaza,384,M,,None*,Mega,200,,Dragon,Flying,,,U,Undiscovered,,120,,30976,30855,30840,30720,455.2,206.5,Slow,serpentine bodies,Dragon
Rattata,19,,,,,19,,Normal,,1,1,,Field,,15,3840,4096,4080,3855,3840,7.7,3.5,Medium Fast,quadruped body,Normal
Skarmory,227,,,,,203,,Steel,Flying,1,1,,Flying,,25,6400,6656,6630,6425,6400,111.3,50.5,Slow,single pair of wings,Steel
Bastiodon,411,,,,,39,,Rock,Steel,1,7,,Monster,,30,,,7905,7710,7680,329.6,149.5,Erratic,quadruped body,Rock
Gourgeist,711,,,,Large Size,64,Mo,Ghost,Grass,1,1,,Amorphous,,20,,,,5140,5120,30.9,14,Medium Fast,head and a base,Ghost
Tangrowth,465,,,,,182,,Grass,,1,1,,Grass,,20,,,5355,5140,5120,283.5,128.6,Medium Fast,"bipedal, tailless form",Grass
Snorlax,143,,,,,143,,Normal,,1,7,,Monster,,40,10240,10496,10455,10280,10240,1014.1,460,Slow,"bipedal, tailless form",Normal
Latios,381,,,,,197,,Dragon,Psychic,0,1,U,Undiscovered,,120,,30976,30855,30840,30720,132.3,60,Slow,single pair of wings,Dragon
Mienshao,620,,,,,126,,Fighting,,1,1,,Field,Human-Like,25,,,,6425,6400,78.3,35.5,Medium Slow,"bipedal, tailed form",Fighting
Walrein,365,,,,,175,,Ice,Water,1,1,,Water 1,Field,20,,5376,5355,5140,5120,332,150.6,Medium Slow,quadruped body,Ice
Seedot,273,,,,,22,,Grass,,1,1,,Field,Grass,15,,4096,4080,3855,3840,8.8,4,Medium Slow,head and legs,Grass
Kartana,798,,,,,298,,Grass,Steel,,,U,Undiscovered,,120,,,,,30720,0.2,0.1,Slow,"bipedal, tailless form",Grass
Celesteela,797,,,,,297,,Steel,Flying,,,U,Undiscovered,,120,,,,,30720,2204.4,999.9,Slow,"bipedal, tailless form",Steel
Paras,46,,,,,46,,Bug,Grass,1,1,,Bug,Grass,20,5120,5376,5355,5140,5120,11.9,5.4,Medium Fast,insectoid body,Bug
Masquerain,284,,,,,33,,Bug,Flying,1,1,,Water 1,Bug,15,,4096,4080,3855,3840,7.9,3.6,Medium Fast,two or more pairs of wings,Bug
Salazzle,758,,,,,162,,Poison,Fire,1,0,,Monster,Dragon,20,,,,,5120,48.9,22.2,Medium Fast,quadruped body,Poison
Rotom,479,,,,Fan,152,,Electric,Ghost,,,,Amorphous,,20,,,5355,5140,5120,0.7,0.3,Medium Fast,head,Electric
Ariados,168,,,,,33,,Bug,Poison,1,1,,Bug,,15,3840,4096,4080,3855,3840,73.9,33.5,Fast,insectoid body,Bug
Pikachu,25,Pa,,,Partner,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Mesprit,481,,,,,147,,Psychic,,,,U,Undiscovered,,80,,,20655,20560,20480,0.7,0.3,Slow,"bipedal, tailed form",Psychic
Pelipper,279,,,,,28,,Water,Flying,1,1,,Water 1,Flying,20,,5376,5355,5140,5120,61.7,28,Medium Fast,single pair of wings,Water
Trevenant,709,,,,,62,Mo,Ghost,Grass,1,1,,Grass,Amorphous,20,,,,5140,5120,156.5,71,Medium Fast,tentacles or a multiped body,Ghost
Kadabra,64,,,,,64,,Psychic,,1,3,,Human-Like,,20,5120,5376,5355,5140,5120,124.6,56.5,Medium Slow,"bipedal, tailed form",Psychic
Pineco,204,,,,,93,,Bug,,1,1,,Bug,,20,5120,5376,5355,5140,5120,15.9,7.2,Medium Fast,head,Bug
Scolipede,545,,,,,51,,Bug,Poison,1,1,,Bug,,20,,,,5140,5120,442,200.5,Medium Slow,insectoid body,Bug
Beartic,614,,,,,120,,Ice,,1,1,,Field,,20,,,,5140,5120,573.2,260,Medium Fast,quadruped body,Ice
Exeggcute,102,,,,,102,,Grass,Psychic,1,1,,Grass,,20,5120,5376,5355,5140,5120,5.5,2.5,Slow,multiple bodies,Grass
Venusaur,3,M,,Venusaurite,Mega,3,,Grass,Poison,1,7,,Monster,Grass,20,5120,5376,5355,5140,5120,220.5,100,Medium Slow,quadruped body,Grass
Solrock,338,,,,,126,,Rock,Psychic,,,,Mineral,,25,,6656,6630,6425,6400,339.5,154,Fast,head,Rock
Taillow,276,,,,,25,,Normal,Flying,1,1,,Flying,,15,,4096,4080,3855,3840,5.1,2.3,Medium Slow,single pair of wings,Normal
Pikachu,25,,,,,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Chatot,441,,,,,102,,Normal,Flying,1,1,,Flying,,20,,,5355,5140,5120,4.2,1.9,Medium Slow,single pair of wings,Normal
Slurpuff,685,,,,,132,Ce,Fairy,,1,1,,Fairy,,20,,,,5140,5120,11,5,Medium Fast,"bipedal, tailless form",Fairy
Braixen,654,,,,,5,Ce,Fire,,1,7,,Field,,20,,,,5140,5120,32,14.5,Medium Slow,"bipedal, tailed form",Fire
Donphan,232,,,,,201,,Ground,,1,1,,Field,,20,5120,5376,5355,5140,5120,264.6,120,Medium Fast,quadruped body,Ground
Girafarig,203,,,,,149,,Normal,Psychic,1,1,,Field,,20,5120,5376,5355,5140,5120,91.5,41.5,Medium Fast,quadruped body,Normal
Hitmonchan,107,,,,,107,,Fighting,,0,1,,Human-Like,,25,6400,6656,6630,6425,6400,110.7,50.2,Medium Fast,"bipedal, tailless form",Fighting
Pikachu,25,,,,Belle,25,,Electric,,1,1,,Field,Fairy,10,2560,2816,2805,2570,2560,13.2,6,Medium Fast,quadruped body,Electric
Vivillon,666,,,,Savanna Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug
Vivillon,666,,,,Archipelago Pattern,22,Ce,Bug,Flying,1,1,,Bug,,15,,,,3855,3840,37.5,17,Medium Fast,two or more pairs of wings,Bug
Silvally,773,,,,Type: Dark,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal
Fraxure,611,,,,,117,,Dragon,,1,1,,Monster,Dragon,40,,,,10280,10240,79.4,36,Slow,"bipedal, tailed form",Dragon
Drilbur,529,,,,,35,,Ground,,1,1,,Field,,20,,,,5140,5120,18.7,8.5,Medium Fast,"bipedal, tailed form",Ground
Eelektross,604,,,,,110,,Electric,,1,1,,Amorphous,,20,,,,5140,5120,177.5,80.5,Slow,fins,Electric
Mareanie,747,,,,,113,,Poison,Water,1,1,,Water 1,,20,,,,,5120,17.6,8,Medium Fast,head and a base,Poison
Tympole,535,,,,,41,,Water,,1,1,,Water 1,,20,,,,5140,5120,9.9,4.5,Medium Slow,fins,Water
Necrozma,800,DM,M,,Dusk Mane,300,,Psychic,,,,U,Undiscovered,,120,,,,,30720,1014.1,460,Slow,quadruped body,Psychic
Dewpider,751,,,,,141,,Water,Bug,1,1,,Water 1,Bug,15,,,,,3840,8.8,4,Medium Fast,head and legs,Water
Flaaffy,180,,,,,54,,Electric,,1,1,,Monster,Field,20,5120,5376,5355,5140,5120,29.3,13.3,Medium Slow,"bipedal, tailed form",Electric
Phanpy,231,,,,,200,,Ground,,1,1,,Field,,20,5120,5376,5355,5140,5120,73.9,33.5,Medium Fast,quadruped body,Ground
Pumpkaboo,710,,,,Average Size,63,Mo,Ghost,Grass,1,1,,Amorphous,,20,,,,5140,5120,11,5,Medium Fast,head,Ghost
Persian,53,A,,,Alolan,,,Dark,,1,1,,Field,,20,5120,5376,5355,5140,5120,70.5,32,Medium Fast,quadruped body,Normal
Silvally,773,,,,Type: Rock,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal
Gyarados,130,,,,,130,,Water,Flying,1,1,,Water 2,Dragon,5,1280,1536,1530,1285,1280,518.1,235,Slow,serpentine bodies,Water
Rhydon,112,,,,,112,,Ground,Rock,1,1,,Monster,Field,20,5120,5376,5355,5140,5120,264.6,120,Slow,"bipedal, tailed form",Ground
Sunflora,192,,,,,104,,Grass,,1,1,,Grass,,20,5120,5376,5355,5140,5120,18.7,8.5,Medium Slow,"bipedal, tailless form",Grass
Bruxish,779,,,,,243,,Water,Psychic,1,1,,Water 2,,15,,,,,3840,41.9,19,Medium Fast,fins,Water
Elgyem,605,,,,,111,,Psychic,,1,1,,Human-Like,,20,,,,5140,5120,19.8,9,Medium Fast,"bipedal, tailed form",Psychic
Patrat,504,,,,,10,,Normal,,1,1,,Field,,15,,,,3855,3840,25.6,11.6,Medium Fast,quadruped body,Normal
Palpitoad,536,,,,,42,,Water,Ground,1,1,,Water 1,,20,,,,5140,5120,37.5,17,Medium Slow,"bipedal, tailed form",Water
Charizard,6,MX,X,,Mega  X,6,,Fire,Flying,1,7,,Monster,Dragon,20,5120,5376,5355,5140,5120,199.5,90.5,Medium Slow,"bipedal, tailed form",Fire
Latias,380,M,,Latiasite,Mega,196,,Dragon,Psychic,1,0,U,Undiscovered,,120,,30976,30855,30840,30720,88.2,40,Slow,single pair of wings,Dragon
Gliscor,472,,,,,154,,Ground,Flying,1,1,,Bug,,20,,,5355,5140,5120,93.7,42.5,Medium Slow,single pair of wings,Ground
Dugtrio,51,A,,,Alolan,,,Ground,Steel,1,1,,Field,,20,5120,5376,5355,5140,5120,73.4,33.3,Medium Fast,multiple bodies,Ground
Kyurem,646,,,,Normal,152,,Dragon,Ice,,,U,Undiscovered,,120,,,,30840,30720,716.5,325,Slow,"bipedal, tailed form",Dragon
Tyranitar,248,M,,Tyranitarite,Mega,251,,Rock,Dark,1,1,,Monster,,40,10240,10496,10455,10280,10240,445.3,202,Slow,"bipedal, tailed form",Rock
Abra,63,,,,,63,,Psychic,,1,3,,Human-Like,,20,5120,5376,5355,5140,5120,43,19.5,Medium Slow,"bipedal, tailed form",Psychic
Shieldon,410,,,,,38,,Rock,Steel,1,7,,Monster,,30,,,7905,7710,7680,125.7,57,Erratic,quadruped body,Rock
Mime Jr.,439,,,,,94,,Psychic,Fairy,1,1,U,Undiscovered,,25,,,6630,6425,6400,28.7,13,Medium Fast,"bipedal, tailless form",Psychic
Skiddo,672,,,,,89,Ce,Grass,,1,1,,Field,,20,,,,5140,5120,68.3,31,Medium Fast,quadruped body,Grass
Cacnea,331,,,,,119,,Grass,,1,1,,Grass,Human-Like,20,,5376,5355,5140,5120,113.1,51.3,Medium Slow,"bipedal, tailless form",Grass
Torchic,255,,,,,4,,Fire,,1,7,,Field,,20,,5376,5355,5140,5120,5.5,2.5,Medium Slow,head and legs,Fire
Silvally,773,,,,Type: Fire,204,,Normal,,,,U,Undiscovered,,120,,,,,30720,221.6,100.5,Slow,quadruped body,Normal
Mothim,414,,,,,47,,Bug,Flying,0,1,,Bug,,15,,,4080,3855,3840,51.4,23.3,Medium Fast,two or more pairs of wings,Bug
Banette,354,,,,,147,,Ghost,,1,1,,Amorphous,,25,,6656,6630,6425,6400,27.6,12.5,Fast,"bipedal, tailed form",Ghost
Jigglypuff,39,,,,,39,,Normal,Fairy,3,1,,Fairy,,10,2560,2816,2805,2570,2560,12.1,5.5,Fast,"bipedal, tailless form",Normal
Sableye,302,,,,,68,,Dark,Ghost,1,1,,Human-Like,,25,,6656,6630,6425,6400,24.3,11,Medium Slow,"bipedal, tailless form",Dark
Frogadier,657,,,,,8,Ce,Water,,1,7,,Water 1,,20,,,,5140,5120,24,10.9,Medium Slow,"bipedal, tailless form",Water
Ledian,166,,,,,31,,Bug,Flying,1,1,,Bug,,15,3840,4096,4080,3855,3840,78.5,35.6,Fast,single pair of wings,Bug
Gengar,94,,,,,94,,Ghost,Poison,1,1,,Amorphous,,20,5120,5376,5355,5140,5120,89.3,40.5,Medium Slow,"bipedal, tailed form",Ghost
Ho-Oh,250,,,,,253,,Fire,Flying,,,U,Undiscovered,,120,30720,30976,30855,30840,30720,438.7,199,Slow,single pair of wings,Fire
Ferrothorn,598,,,,,104,,Grass,Steel,1,1,,Grass,Mineral,20,,,,5140,5120,242.5,110,Medium Fast,tentacles or a multiped body,Grass
Shaymin,492,S,,,Sky Forme,,,Grass,Flying,,,U,Undiscovered,,120,,,30855,30840,30720,11.5,5.2,Medium Slow,quadruped body,Grass
Graveler,75,A,,,Alolan,,,Rock,Electric,1,1,,Mineral,,15,3840,4096,4080,3855,3840,231.5,105,Medium Slow,"bipedal, tailless form",Rock
Braviary,628,,,,,134,,Normal,Flying,0,1,,Flying,,20,,,,5140,5120,90.4,41,Slow,single pair of wings,Normal
